subzip_id	n_files	n_dat_files	n_pdf_files	n_txt_files	n_readable_dat	n_bad_dat	total_size_bytes	lon_min	lon_max	lat_min	lat_max	depth_min	depth_max	depth_sign	contains_transit	cruise_id_guess	status	notes
KR08-07_bathymetry_dmo	12	8	4	0	8	0	88834996	141.13069	143.372858	26.641677	32.848939	2703.0	9727.0	positive	False	KR08-07	ok	
KR08-09_bathymetry_dmo	18	14	4	0	14	0	507320804	136.630483	140.978267	31.858876	33.788347	255.89	4424.1	positive	False	KR08-09	ok	
KR08-10_bathymetry_dmo	26	22	4	0	22	0	229296730	142.417622	147.163568	38.488498	40.687457	660.8	7984.2	positive	False	KR08-10	ok	
KR08-11_bathymetry_dmo	5	1	4	0	1	0	15864742	137.49073	137.692287	34.164227	34.397578	632.4	1549.5	positive	False	KR08-11	ok	
KR08-12_bathymetry_dmo	5	1	4	0	1	0	5268830	136.336338	136.868733	33.4062	33.592787	1720.5	2197.0	positive	False	KR08-12	ok	
KR08-15_bathymetry_dmo	21	17	4	0	17	0	255954333	126.957843	150.814044	18.768455	34.744007	686.264	9697.046	positive	False	KR08-15	ok	
KR08-16_bathymetry_dmo	17	13	4	0	13	0	498584459	131.510624	133.978934	30.662422	32.619651	315.318	6264.533	positive	False	KR08-16	ok	
KR08-E03_bathymetry_dmo	10	6	4	0	6	0	135159151	139.527829	141.882821	28.818321	32.172752	563.898	6466.362	positive	False	KR08-E03	ok	
KR09-01_bathymetry_dmo	7	3	4	0	3	0	39075736	135.605678	138.549188	31.995166	33.930306	425.6	4685.4	positive	False	KR09-01	ok	
KR09-02_bathymetry_dmo	10	6	4	0	6	0	39504727	136.527701	136.722416	33.194145	33.337575	1208.2	2910.9	positive	False	KR09-02	ok	
KR09-03_leg2_bathymetry_dmo	6	2	4	0	2	0	6286772	139.171278	139.274473	34.935263	35.039879	245.71	1456.0	positive	False	KR09-03	ok	
KR09-04_bathymetry_dmo	11	7	4	0	7	0	74660668	141.401469	143.082754	27.485877	33.078907	2278.2	10054.7	positive	False	KR09-04	ok	
KR09-05_bathymetry_dmo	11	7	4	0	7	0	89604739	135.028457	137.378698	19.244553	32.946308	1810.3	6473.9	positive	False	KR09-05	ok	
KR09-06_bathymetry_dmo	16	12	4	0	12	0	168496327	146.390484	149.771394	37.431865	42.046523	4575.0	7368.9	positive	False	KR09-06	ok	
KR09-07_bathymetry_dmo	10	6	4	0	6	0	84912745	139.507095	143.751961	33.436394	35.016688	221.15	9382.7	positive	False	KR09-07	ok	
KR09-08_bathymetry_dmo	11	7	4	0	7	0	178806561	136.060482	136.935377	32.883843	33.913111	1201.3	4739.5	positive	False	KR09-08	ok	
KR09-09_leg1_bathymetry_dmo	14	10	4	0	10	0	493547776	136.073217	138.248802	37.447701	39.115309	118.47	3019.7	positive	False	KR09-09	ok	
KR09-10_bathymetry_dmo	8	4	4	0	4	0	105754841	139.337175	141.499494	34.401721	35.108735	603.0	7460.3	positive	False	KR09-10	ok	
KR09-11_bathymetry_dmo	8	4	4	0	4	0	24610715	135.029217	137.378465	25.509399	30.216568	4144.5	6127.8	positive	False	KR09-11	ok	
KR09-12_leg1_bathymetry_dmo	8	4	4	0	4	0	24483088	134.866364	137.024439	32.297967	33.117477	3026.7	5070.7	positive	False	KR09-12	ok	
KR09-12_leg2_bathymetry_dmo	6	2	4	0	2	0	3172800	134.916548	135.315685	32.387781	32.624209	4373.6	5143.0	positive	False	KR09-12	ok	
KR09-14_bathymetry_dmo	22	18	4	0	18	0	652233100	132.459305	136.912561	31.066957	33.375822	90.79	9906.7	positive	False	KR09-14	ok	
KR09-15_bathymetry_dmo	7	3	4	0	3	0	30265090	136.354475	136.816599	33.010862	33.330587	1284.2	3871.2	positive	False	KR09-15	ok	
KR09-16_bathymetry_dmo	9	5	4	0	5	0	55847173	143.048494	147.261888	37.92762	40.324644	1158.8	7705.7	positive	False	KR09-16	ok	
KR09-17_bathymetry_dmo	9	5	4	0	5	0	47185679	144.059307	150.106192	38.254348	39.194395	4597.8	7533.6	positive	False	KR09-17	ok	
KR09-E02_bathymetry_dmo	5	1	4	0	1	0	5535119	138.554437	138.655768	34.684155	34.918797	976.361	2115.555	positive	False	KR09-E02	ok	
KR10-01_bathymetry_dmo	8	4	4	0	4	0	124199727	139.199718	139.54916	34.955368	35.224904	204.31	1723.1	positive	False	KR10-01	ok	
KR10-02_bathymetry_dmo	9	5	4	0	5	0	204635388	126.614724	129.668853	27.541451	31.862109	92.15	1896.7	positive	False	KR10-02	ok	
KR10-03_bathymetry_dmo	8	4	4	0	4	0	83338590	122.623641	124.275435	23.981531	25.00549	597.3	2737.9	positive	False	KR10-03	ok	
KR10-05_bathymetry_dmo	17	13	4	0	13	0	455542033	156.809431	157.553104	-5.528168	-0.39535	1145.2	2208.8	positive	False	KR10-05	ok	
KR10-06_leg1_bathymetry_dmo	11	7	4	0	7	0	82697537	137.717151	139.861196	30.836183	34.939657	86.3	4618.4	positive	True	KR10-06	ok	
KR10-06_leg2_bathymetry_dmo	8	4	4	0	4	0	30261970	139.748878	142.372454	33.510551	34.898151	33.98	10740.7	positive	True	KR10-06	ok	
KR10-07_bathymetry_dmo	18	14	4	0	14	0	186173243	138.406191	141.853445	31.78739	35.182431	77.03	8739.046	positive	True	KR10-07	ok	
KR10-08_bathymetry_dmo	23	19	4	0	19	0	239261210	139.791508	156.294892	34.770772	40.585092	80.41	9230.1	positive	True	KR10-08	ok	
KR10-09_bathymetry_dmo	34	30	4	0	30	0	971764856	140.096898	150.264566	34.355957	41.451515	129.51	9682.168	positive	True	KR10-09	ok	
KR10-10_leg1_bathymetry_dmo	19	15	4	0	15	0	838705640	136.1454315	142.256712	36.077778	41.645156	56.238	3525.628	positive	True	KR10-10	ok	
KR10-10_leg2_bathymetry_dmo	23	19	4	0	19	0	1074235435	135.4786276	142.221959	35.554988	41.436434	65.104	3015.129	positive	True	KR10-10	ok	
KR10-11_bathymetry_dmo	29	25	4	0	25	0	872422870	133.978726	139.633326	31.641998	35.055171	54.26	10211.7	positive	True	KR10-11	ok	
KR10-12_bathymetry_dmo	25	21	4	0	21	0	450194723	139.991746	147.178593	34.680513	40.317817	117.54	10144.7	positive	True	KR10-12	ok	
KR10-13_bathymetry_dmo	24	20	4	0	20	0	491697480	138.351393	143.82707	26.836013	35.070182	71.22	10922.7	positive	True	KR10-13	ok	
KR10-E01_bathymetry_dmo	9	5	4	0	5	0	100796876	136.949018	139.62735	25.775259	34.837279	128.52	5744.7	positive	True	KR10-E01	ok	
KR10-E03_bathymetry_dmo	8	4	4	0	4	0	33777766	140.100579	143.22896	29.911689	34.099407	608.06	10308.7	positive	True	KR10-E03	ok	
KR10-E04_bathymetry_dmo	8	4	4	0	4	0	76630519	139.792618	144.396552	34.780451	39.180866	102.78	8124.7	positive	True	KR10-E04	ok	
KR11-01_bathymetry_dmo	21	17	4	0	17	0	433081494	139.422563	144.020402	25.286117	35.124458	45.59	10951.7	positive	True	KR11-01	ok	
KR11-02_bathymetry_dmo	13	9	4	0	9	0	174264782	139.038307	140.581025	31.829674	35.027515	24.38	9661.6	positive	True	KR11-02	ok	
KR11-03_bathymetry_dmo	28	24	4	0	24	0	291642732	133.621744	139.523733	18.419052	34.996135	28.59	10897.7	positive	True	KR11-03	ok	
KR11-04_leg1_bathymetry_dmo	8	4	4	0	4	0	33675131	134.408454	134.974082	32.304969	33.661134	168.08	4443.9	positive	True	KR11-04	ok	
KR11-04_leg2_bathymetry_dmo	7	3	4	0	3	0	20630953	135.637159	138.369783	33.138799	34.115442	394.5	8907.7	positive	True	KR11-04	ok	
KR11-05_leg1_bathymetry_dmo	17	13	4	0	13	0	248104470	139.680261	144.708262	26.707449	35.086612	71.8	9799.2	positive	True	KR11-05	ok	
KR11-05_leg2_bathymetry_dmo	23	19	4	0	19	0	424494144	139.854564	145.491384	34.857124	39.940007	12.61	10825.7	positive	True	KR11-05	ok	
KR11-06_bathymetry_dmo	11	7	4	0	7	0	93919688	135.203183	142.064858	33.275757	35.24152	156.42	9705.9	positive	True	KR11-06	ok	
KR11-07_bathymetry_dmo	14	10	4	0	10	0	113684565	140.884005	160.024231	35.141423	41.169649	339.7	10964.7	positive	True	KR11-07	ok	
KR11-08_bathymetry_dmo	27	23	4	0	23	0	738260179	136.803872	143.871665	35.906774	41.359751	49.59	10737.7	positive	True	KR11-08	ok	
KR11-09_bathymetry_dmo	33	29	4	0	29	0	595404310	134.639751	139.28722	31.891504	34.845013	90.64	9848.7	positive	True	KR11-09	ok	
KR11-10_bathymetry_dmo	21	17	4	0	17	0	160172476	140.007254	165.551191	28.67867	38.274847	151.3	10563.7	positive	True	KR11-10	ok	
KR11-11_bathymetry_dmo	13	9	4	0	9	0	109953436	139.650229	143.942718	28.921054	34.882354	98.91	10532.7	positive	True	KR11-11	ok	
KR11-12_bathymetry_dmo	10	6	4	0	6	0	83763401	134.619808	139.649533	32.168334	35.077084	80.36	10429.7	positive	True	KR11-12	ok	
KR11-E01_leg1_bathymetry_dmo	7	3	4	0	3	0	12411173	139.182962	139.756093	34.958866	35.078572	77.03	1561.6	positive	True	KR11-E01	ok	
KR11-E01_leg2_bathymetry_dmo	9	5	4	0	5	0	67791794	139.637331	141.86596	31.80678	35.018752	81.38	7266.1	positive	True	KR11-E01	ok	
KR11-E03_bathymetry_dmo	22	18	4	0	18	0	582823520	141.865614	145.320323	36.954762	39.938632	65.36	7905.2	positive	False	KR11-E03	ok	
KR11-E04_bathymetry_dmo	11	7	4	0	7	0	192844387	140.136958	143.987679	34.908561	38.670258	119.83	7769.2	positive	True	KR11-E04	ok	
KR11-E05_bathymetry_dmo	17	13	4	0	13	0	318355589	141.176131	145.209534	35.911171	41.431261	140.75	7840.777	positive	True	KR11-E05	ok	
KR12-01_bathymetry_dmo	19	15	4	0	15	0	279113111	125.314843	139.595264	23.793564	35.040386	47.1	6795.6	positive	True	KR12-01	ok	
KR12-02_bathymetry_dmo	9	5	4	0	5	0	113599210	126.803988	127.759243	26.51541	28.006945	170.16	7376.8	positive	True	KR12-02	ok	
KR12-03_bathymetry_dmo	12	8	4	0	8	0	219305459	126.983345	139.653147	26.544318	35.030879	70.16	5958.6	positive	True	KR12-03	ok	
KR12-04_bathymetry_dmo	10	6	4	0	6	0	183125713	137.129922	139.777101	33.836287	35.021292	63.58	10362.7	positive	True	KR12-04	ok	
KR12-05_bathymetry_dmo	10	6	4	0	6	0	120797586	138.535678	139.525095	34.550923	35.179726	39.7	10605.7	positive	True	KR12-05	ok	
KR12-06_bathymetry_dmo	8	4	4	0	4	0	134865155	138.348687	139.114312	34.531948	35.034307	24.811	2165.052	positive	True	KR12-06	ok	
KR12-07_bathymetry_dmo	13	9	4	0	9	0	233163699	139.114871	142.754485	34.862137	42.477313	52.71	9834.1	positive	True	KR12-07	ok	
KR12-08_bathymetry_dmo	13	9	4	0	9	0	211981602	140.978727	144.843528	35.846113	42.406354	113.04	4389.6	positive	True	KR12-08	ok	
KR12-09_bathymetry	6	2	4	0	2	0	25661372	139.161259	139.809739	34.211384	35.029836	83.12	2468.3	positive	True	KR12-09	ok	
KR12-11_bathymetry_dmo	11	7	4	0	7	0	130217726	134.989124	142.941233	29.101189	34.901318	50.71	10919.7	positive	True	KR12-11	ok	
KR12-12_leg2_bathymetry_dmo	18	14	4	0	14	0	299800270	135.277555	139.137585	32.357223	34.516053	47.31	8223.5	positive	True	KR12-12	ok	
KR12-13_bathymetry_dmo	8	4	4	0	4	0	77502100	139.212794	141.622303	33.552371	36.853116	118.79	8239.2	positive	True	KR12-13	ok	
KR12-14_bathymetry_dmo	19	15	4	0	15	0	138214359	153.130134	159.940786	37.897167	41.223841	3766.1	6890.7	positive	False	KR12-14	ok	
KR12-15_bathymetry_dmo	14	10	4	0	10	0	186040204	141.591251	144.445432	36.00991	40.013572	232.87	9724.7	positive	True	KR12-15	ok	
KR12-16_bathymetry_dmo	16	12	4	0	12	0	230279976	140.879303	145.094029	35.522831	39.774028	48.6	9156.7	positive	True	KR12-16	ok	
KR12-17_bathymetry_dmo	10	6	4	0	6	0	40868425	134.620523	139.623969	31.911972	35.049242	169.46	5282.8	positive	True	KR12-17	ok	
KR12-18_bathymetry_dmo	20	16	4	0	16	0	122391366	134.669743	139.202204	19.094491	34.662677	340.72	10659.7	positive	True	KR12-18	ok	
KR12-19_bathymetry_dmo	9	5	4	0	5	0	26865908	141.449629	142.854773	35.771983	37.298368	293.53	10990.7	positive	True	KR12-19	ok	
KR12-20_bathymetry_dmo	33	29	4	0	29	0	377393690	139.970041	145.29938	34.389136	38.311313	55.822	9959.864	positive	True	KR12-20	ok	
KR13-01_bathymetry_dmo	14	10	4	0	10	0	100128156	141.150322	144.682887	35.874935	38.217269	220.234	10977.96	positive	True	KR13-01	ok	
KR13-02_bathymetry_dmo	9	5	4	0	5	0	46078507	149.957687	154.223003	21.612598	23.550183	3983.243	7116.61	positive	False	KR13-02	ok	
KR13-03_bathymetry_dmo	10	6	4	0	6	0	57861819	136.919154	139.63357	25.269825	34.861571	76.28	5799.785	positive	True	KR13-03	ok	
KR13-04_bathymetry_dmo	11	7	4	0	7	0	98384904	141.255922	144.010796	36.174448	39.177717	138.487	7620.517	positive	True	KR13-04	ok	
KR13-05_bathymetry_dmo	5	1	4	0	1	0	3818132	143.76613	144.159416	37.839123	38.048749	5998.164	7758.298	positive	False	KR13-05	ok	
KR13-06_leg1_bathymetry_dmo	13	9	4	0	9	0	98283007	141.063066	144.386045	35.769822	38.241454	116.767	7717.759	positive	True	KR13-06	ok	
KR13-06_leg2_bathymetry_dmo	16	12	4	0	12	0	81847043	142.075108	145.221277	37.367814	39.204165	200.321	8089.004	positive	True	KR13-06	ok	
KR13-07_bathymetry_dmo	14	10	4	0	10	0	156014004	138.06471	143.263006	27.529063	34.759737	93.7	10991.7	positive	True	KR13-07	ok	
KR13-08_bathymetry_dmo	17	13	4	0	13	0	91096352	142.022854	144.935818	35.8001	39.345746	345.69	8430.9	positive	True	KR13-08	ok	
KR13-09_bathymetry_dmo	15	11	4	0	11	0	155326118	141.104708	159.916113	34.841904	41.245385	143.467	7902.398	positive	True	KR13-09	ok	
KR13-10_bathymetry	4	0	4	0	0	0	2219088								False		ok	
KR13-11_bathymetry_dmo	6	2	4	0	2	0	77137488	140.256746	144.856385	34.823713	40.227252	214.661	9867.278	positive	True	KR13-11	ok	
KR13-12_bathymetry_dmo	6	2	4	0	2	0	135787564	140.828873	147.344519	34.932702	40.186952	126.527	10737.31	positive	True	KR13-12	ok	
KR13-13_bathymetry_dmo	6	2	4	0	2	0	17614063	139.216142	142.51489	33.42244	35.057246	218.975	10994.216	positive	True	KR13-13	ok	
KR13-14_bathymetry_dmo	6	2	4	0	2	0	94631352	128.005511	142.042121	25.940096	33.843581	280.68	6922.075	positive	True	KR13-14	ok	
KR13-15_bathymetry_dmo	6	2	4	0	2	0	44828874	129.076633	134.879623	25.713148	33.754628	80.075	9045.323	positive	True	KR13-15	ok	
KR13-16_bathymetry_dmo	6	2	4	0	2	0	26978043	139.20545	142.941542	33.714043	35.100614	73.403	11099.273	positive	True	KR13-16	ok	
KR13-17_bathymetry_dmo	6	2	4	0	2	0	21893312	133.66496	139.550306	32.772826	35.014604	49.331	4551.861	positive	True	KR13-17	ok	
KR13-18_bathymetry_dmo	6	2	4	0	2	0	125338046	123.367676	139.69371	21.732119	35.05213	49.393	9579.981	positive	True	KR13-18	ok	
KR13-19_bathymetry_dmo	6	2	4	0	2	0	11949794	138.969603	139.93371	31.938639	35.221278	67.811	2079.343	positive	True	KR13-19	ok	
KR14-01_bathymetry_dmo	6	2	4	0	2	0	24058150	139.637709	142.674433	10.192498	34.845184	204.717	11051.988	positive	True	KR14-01	ok	
KR14-02_bathymetry_dmo	6	2	4	0	2	0	140799224	139.209709	155.105386	15.149541	35.14596	202.641	10885.032	positive	True	KR14-02	ok	
KR14-03_bathymetry_dmo	5	1	4	0	1	0	3813491	139.112376	139.77531	34.910318	35.194061	73.754	1539.051	positive	False	KR14-03	ok	
KR14-04_bathymetry	4	0	4	0	0	0	2227790								False		ok	
KR14-05_bathymetry_dmo	6	2	4	0	2	0	73787994	132.654673	139.280439	30.650924	34.847121	84.743	6364.345	positive	True	KR14-05	ok	
KR14-06_bathymetry_dmo	6	2	4	0	2	0	321300717	139.680382	171.061034	27.379089	34.978485	78.516	10989.343	positive	True	KR14-06	ok	
KR14-07_bathymetry_dmo	6	2	4	0	2	0	217450219	140.287696	166.687525	33.950388	39.347257	1678.127	10791.142	positive	True	KR14-07	ok	
KR14-08_bathymetry_dmo	6	2	4	0	2	0	69084432	133.038016	140.324824	35.780135	41.328852	54.764	3519.939	positive	True	KR14-08	ok	
KR14-09_bathymetry_dmo	6	2	4	0	2	0	30008147	139.218344	144.744114	34.774821	39.176933	75.93	9683.635	positive	True	KR14-09	ok	
KR14-10_bathymetry_dmo	6	2	4	0	2	0	258153429	139.791355	165.500863	28.984504	41.087755	73.292	10974.988	positive	True	KR14-10	ok	
KR14-E02_bathymetry_dmo	6	2	4	0	2	0	59801000	140.859275	148.247206	35.345057	38.308467	120.48	9854.788	positive	True	KR14-E02	ok	
KR14-E03_bathymetry_dmo	6	2	4	0	2	0	58182949	141.127008	144.630563	36.255043	39.692864	135.717	9949.945	positive	True	KR14-E03	ok	
KR14-E04_bathymetry_dmo	5	1	4	0	1	0	11464452	139.501743	142.102365	33.426919	34.780247	893.155	10996.766	positive	True	KR14-E04	ok	
KR14-E05_bathymetry_dmo	6	2	4	0	2	0	17517521	134.330103	139.660968	32.813883	35.037599	72.942	4829.336	positive	True	KR14-E05	ok	
KR15-01_bathymetry_dmo	6	2	4	0	2	0	34349246	139.850848	143.001909	33.61462	34.83534	114.336	10652.51	positive	True	KR15-01	ok	
KR15-03_bathymetry_dmo	6	2	4	0	2	0	129884917	134.133491	141.066447	19.274957	35.025237	50.073	7604.868	positive	True	KR15-03	ok	
KR15-04_bathymetry_dmo	6	2	4	0	2	0	16320509	134.588022	138.876978	32.25237	34.519959	56.05	6497.318	positive	True	KR15-04	ok	
KR15-05_bathymetry	4	0	4	0	0	0	2242811								False		ok	
KR15-06_bathymetry_dmo	6	2	4	0	2	0	20672332	135.271593	141.737768	33.250795	35.019423	50.289	9899.931	positive	True	KR15-06	ok	
KR15-07_bathymetry	4	0	4	0	0	0	2165918								False		ok	
KR15-08_bathymetry_dmo	6	2	4	0	2	0	19473477	136.13131	139.442713	32.767711	34.950609	53.305	4825.548	positive	True	KR15-08	ok	
KR15-09_bathymetry_dmo	6	2	4	0	2	0	3311424	138.519596	139.572861	34.312118	35.083986	313.858	2815.877	positive	True	KR15-09	ok	
KR15-10_bathymetry_dmo	6	2	4	0	2	0	20760646	134.925757	142.298	35.758203	41.626782	51.403	2995.461	positive	True	KR15-10	ok	
KR15-11_leg2_bathymetry_dmo	6	2	4	0	2	0	23431247	128.943085	132.932684	28.499421	36.773132	50.003	6743.627	positive	True	KR15-11	ok	
KR15-11_leg3_bathymetry_dmo	6	2	4	0	2	0	41271652	129.269174	136.274208	29.49336	38.179218	49.24	4228.682	positive	True	KR15-11	ok	
KR15-11_leg4_bathymetry_dmo	6	2	4	0	2	0	25549397	128.955625	139.163334	28.497603	34.541443	94.224	6856.844	positive	True	KR15-11	ok	
KR15-13_bathymetry_dmo	6	2	4	0	2	0	10583041	139.414901	141.763352	33.317082	35.158436	49.881	7592.363	positive	True	KR15-13	ok	
KR15-14_bathymetry_dmo	6	2	4	0	2	0	88750799	140.022321	156.11942	34.875972	38.930678	206.032	10969.215	positive	True	KR15-14	ok	
KR15-15_bathymetry_dmo	6	2	4	0	2	0	11266796	140.577507	144.120397	35.131296	38.143201	71.965	9991.976	positive	True	KR15-15	ok	
KR15-16_bathymetry_dmo	6	2	4	0	2	0	37753748	123.632663	127.573009	24.169805	27.041988	77.675	3109.256	positive	True	KR15-16	ok	
KR15-17_bathymetry_dmo	6	2	4	0	2	0	5278886	126.954307	127.890278	26.3047	27.875207	60.201	1751.603	positive	True	KR15-17	ok	
KR15-18_bathymetry_dmo	6	2	4	0	2	0	40682865	122.906955	128.81665	22.981506	26.328849	162.353	8022.32	positive	True	KR15-18	ok	
KR15-19_bathymetry_dmo	6	2	4	0	2	0	65988443	131.106085	140.933749	26.020281	34.574107	247.805	9818.236	positive	True	KR15-19	ok	
KR15-20_bathymetry_dmo	6	2	4	0	2	0	11525758	138.532436	139.748795	31.636693	35.042012	51.529	3220.526	positive	True	KR15-20	ok	
KR15-21_bathymetry_dmo	6	2	4	0	2	0	57058922	128.92916	139.066914	27.708114	34.633902	50.165	6625.178	positive	True	KR15-21	ok	
KR15-E01_bathymetry_dmo	6	2	4	0	2	0	106705376	139.659224	153.757621	22.330107	34.816698	200.0	10944.36	positive	True	KR15-E01	ok	
KR15-E02_bathymetry_dmo	6	2	4	0	2	0	10676570	139.774544	141.62427	33.890065	34.860989	79.003	9478.443	positive	True	KR15-E02	ok	
KR16-01_leg1_bathymetry_dmo	6	2	4	0	2	0	88050771	139.846806	154.021923	22.255127	34.316058	313.326	10945.409	positive	True	KR16-01	ok	
KR16-01_leg2_bathymetry_dmo	6	2	4	0	2	0	67350400	138.972434	153.41245	20.089612	35.01473	49.18	10455.271	positive	True	KR16-01	ok	
KR16-03_bathymetry_dmo	6	2	4	0	2	0	18154444	126.386877	139.157658	26.273566	34.845157	49.379	2704.72	positive	True	KR16-03	ok	
KR16-04_bathymetry_dmo	6	2	4	0	2	0	123577757	153.884406	166.070455	-25.536388	6.662692	580.237	9714.493	positive	True	KR16-04	ok	
KR16-05_leg1_bathymetry_dmo	5	1	4	0	1	0	35662922	153.961627	162.474169	-27.524456	-26.83018	1343.397	6848.842	positive	False	KR16-05	ok	
KR16-05_leg2_bathymetry_dmo	6	2	4	0	2	0	60604225	153.731486	162.659109	-27.789814	-26.223031	251.059	6989.064	positive	True	KR16-05	ok	
KR16-05_leg3_bathymetry_dmo	6	2	4	0	2	0	109214656	153.35894	164.818114	-28.037071	-14.603252	55.445	6676.716	positive	True	KR16-05	ok	
KR16-07_bathymetry_dmo	5	1	4	0	1	0	1981650	136.965406	137.008584	33.541972	33.594175	2019.572	2039.135	positive	False	KR16-07	ok	
KR16-08_bathymetry_dmo	6	2	4	0	2	0	70182430	131.493933	140.093261	31.45303	38.044979	57.514	3251.502	positive	True	KR16-08	ok	
KR16-10_bathymetry_dmo	6	2	4	0	2	0	24847525	131.368137	134.834229	30.112305	33.541988	236.596	5316.878	positive	True	KR16-10	ok	
KR16-11_bathymetry_dmo	6	2	4	0	2	0	21482049	135.516291	139.808317	32.743687	35.021546	50.234	4583.948	positive	True	KR16-11	ok	
KR16-12_bathymetry_dmo	6	2	4	0	2	0	12261816	139.276567	140.028423	31.829294	35.01388	49.581	2469.07	positive	True	KR16-12	ok	
KR16-13_bathymetry_dmo	6	2	4	0	2	0	59304035	139.478908	153.621662	22.454102	34.8425	153.164	8134.182	positive	True	KR16-13	ok	
KR16-15_bathymetry_dmo	6	2	4	0	2	0	3823554	126.780127	127.108389	27.378013	27.841096	759.955	2642.268	positive	True	KR16-15	ok	
KR16-16_bathymetry_dmo	6	2	4	0	2	0	39090345	122.876196	129.978423	24.47979	30.75608	98.857	2651.964	positive	True	KR16-16	ok	
KR16-17_bathymetry_dmo	6	2	4	0	2	0	8883187	126.808374	130.551236	26.803128	30.931497	110.672	2246.014	positive	True	KR16-17	ok	
KR16-18_bathymetry_dmo	6	2	4	0	2	0	36655490	128.009692	132.457841	26.892595	30.921624	95.93	6484.522	positive	True	KR16-18	ok	
KR16-E01_bathymetry_dmo	6	2	4	0	2	0	4937984	138.419617	139.702555	34.094237	34.896548	49.555	4823.201	positive	True	KR16-E01	ok	
KR16-E03_bathymetry_dmo	6	2	4	0	2	0	22223803	136.507073	142.379661	32.629636	34.079138	244.383	10980.7	positive	True	KR16-E03	ok	
KR16-E04_bathymetry_dmo	6	2	4	0	2	0	15476975	137.657983	142.39015	34.275941	35.171753	100.8	10554.547	positive	True	KR16-E04	ok	
KR16-E06_bathymetry_dmo	6	2	4	0	2	0	26952154	124.448473	130.467378	23.752977	30.70357	120.059	3137.614	positive	True	KR16-E06	ok	
KR17-02_bathymetry_dmo	5	1	4	0	1	0	3265558	138.615036	139.369047	34.584051	35.070726	50.167	1693.811	positive	True	KR17-02	ok	
KR17-04_leg1_bathymetry_dmo	6	2	4	0	2	0	88261578	140.56352	146.762907	35.134581	38.297068	68.339	10024.825	positive	True	KR17-04	ok	
KR17-04_leg2_bathymetry_dmo	6	2	4	0	2	0	59991660	140.935127	146.754365	35.22505	37.930832	362.866	9102.847	positive	True	KR17-04	ok	
KR17-05C_bathymetry_dmo	6	2	4	0	2	0	1995467	139.198639	139.494707	35.044367	35.102033	243.421	1493.235	positive	True	KR17-05C	ok	
KR17-06_bathymetry_dmo	6	2	4	0	2	0	21605195	141.041287	143.795608	35.620349	38.123742	87.395	5992.583	positive	True	KR17-06	ok	
KR17-07C_bathymetry_dmo	6	2	4	0	2	0	28199577	139.862221	144.690198	33.901809	34.853914	77.285	10847.196	positive	True	KR17-07C	ok	
KR17-08C_bathymetry_dmo	6	2	4	0	2	0	80733994	132.168615	143.277759	11.274767	35.096052	96.852	10999.908	positive	True	KR17-08C	ok	
KR17-09_bathymetry_dmo	6	2	4	0	2	0	32176687	134.869225	139.358361	29.920009	35.098885	260.526	5232.083	positive	True	KR17-09	ok	
KR17-10_bathymetry_dmo	6	2	4	0	2	0	67951555	140.571048	144.894891	35.042209	37.727524	332.521	8187.273	positive	True	KR17-10	ok	
KR17-11_leg1_bathymetry_dmo	6	2	4	0	2	0	16834701	138.581256	141.772851	33.080758	35.033051	79.152	7677.375	positive	True	KR17-11	ok	
KR17-11_leg2_bathymetry_dmo	5	1	4	0	1	0	2029599	138.542412	138.617892	34.558634	34.954017	372.993	2625.949	positive	True	KR17-11	ok	
KR17-12_bathymetry_dmo	5	1	4	0	1	0	1472846	138.550972	138.636517	34.965542	35.03926	285.768	1458.033	positive	True	KR17-12	ok	
KR17-13_bathymetry_dmo	6	2	4	0	2	0	197709420	-179.999371	179.999729	21.391083	34.789808	1575.462	9480.934	positive	True	KR17-13	ok	
KR17-14_leg1_bathymetry_dmo	5	1	4	0	1	0	50560760	-157.103327	-153.515672	22.615751	25.07751	3077.827	5382.924	positive	False	KR17-14	ok	
KR17-14_leg2_bathymetry_dmo	6	2	4	0	2	0	74560351	-154.541512	-149.407982	22.841368	25.186602	4309.189	5840.569	positive	True	KR17-14	ok	
KR17-15C_leg1_bathymetry_dmo	5	1	4	0	1	0	44563071	153.698612	161.039494	-27.280138	-26.026186	277.899	5608.526	positive	False	KR17-15C	ok	
KR17-15C_leg2_bathymetry_dmo	5	1	4	0	1	0	70108404	153.702848	162.346842	-27.457141	-26.10268	276.679	5256.058	positive	False	KR17-15C	ok	
KR17-15C_leg3_bathymetry_dmo	5	1	4	0	1	0	86583479	153.755593	162.490199	-27.988789	-26.098646	274.512	5335.565	positive	False	KR17-15C	ok	
KR18-02C_bathymetry_dmo	5	1	4	0	1	0	24537386	126.923325	139.531046	26.718233	34.95242	90.766	3468.286	positive	True	KR18-02C	ok	
KR18-03C_bathymetry_dmo	6	2	4	0	2	0	24135085	123.724149	133.474295	24.789993	32.864785	82.56	2687.679	positive	True	KR18-03C	ok	
KR18-04_bathymetry_dmo	6	2	4	0	2	0	16892301	133.919618	137.123205	32.141959	34.292005	178.557	4955.324	positive	True	KR18-04	ok	
KR18-05_bathymetry_dmo	5	1	4	0	1	0	3326465	138.318418	139.282203	34.51782	34.956046	84.152	2770.258	positive	True	KR18-05	ok	
